,company_id,category_code,country_code,state_code,average_funded,total_rounds,average_participants,products_number,offices,acquired_companies,mba_degree,phd_degree,ms_degree,other_degree,ipo,is_acquired,is_closed,age
20249,c:33912,advertising,USA,other,1200000.0,1,4.0,,1.0,,,,,2.0,False,False,True,1645.0
20250,c:33919,web,other,other,,1,0.0,,,,1.0,,1.0,1.0,False,False,False,2406.0
20251,c:33925,ecommerce,other,other,,1,1.0,,,,,,,3.0,False,False,False,1764.0
20252,c:3394,enterprise,USA,other,10000000.0,3,1.6667,1.0,1.0,1.0,8.0,2.0,7.0,18.0,False,False,False,2192.0
20257,c:33965,advertising,USA,other,2135833.3333,6,0.6667,,1.0,1.0,1.0,,,3.0,False,False,False,1675.0
20265,c:33998,advertising,other,other,1750000.0,1,0.0,,,,,,,,False,False,False,1826.0
20271,c:34014,software,other,other,1500000.0,2,1.0,,3.0,,1.0,,,1.0,False,True,False,2072.0
20272,c:34021,analytics,USA,other,3250000.0,2,1.0,,1.0,,3.0,,1.0,6.0,False,False,False,2300.0
20273,c:34028,web,USA,California,5000000.0,1,1.0,1.0,1.0,,,,1.0,1.0,False,False,True,2192.0
20274,c:34038,messaging,USA,California,800000.0,3,3.6667,,2.0,,,,,4.0,False,False,False,2192.0
20275,c:34049,enterprise,other,other,2010000.0,1,1.0,,1.0,,,,,,False,True,False,2533.0
20281,c:34066,ecommerce,other,other,100000.0,1,1.0,,2.0,,,,,,False,False,True,2284.0
20286,c:34085,web,other,other,100000.0,1,0.0,3.0,1.0,,,,,2.0,False,False,False,1522.0
20287,c:34094,biotech,USA,other,25208333.3333,6,0.5,,1.0,,1.0,2.0,2.0,8.0,False,False,False,2192.0
20288,c:34097,news,USA,other,1750000.0,2,0.0,,1.0,,,,,1.0,False,True,False,1925.0
20289,c:34100,software,other,other,,1,0.0,2.0,3.0,,1.0,1.0,4.0,6.0,False,False,False,2192.0
20290,c:34106,software,other,other,4333333.3333,3,2.0,,2.0,,1.0,,1.0,10.0,False,True,False,1316.0
20291,c:3413,web,USA,other,4200000.0,2,1.0,2.0,1.0,,1.0,,2.0,3.0,False,True,False,1831.0
20292,c:34137,games_video,other,other,1000000.0,3,1.3333,,,,,,,,False,False,False,1826.0
20294,c:34149,travel,other,other,19900000.0,3,2.0,,2.0,,,,,4.0,False,False,False,1461.0
20299,c:3417,network_hosting,other,other,,1,1.0,1.0,1.0,,,,,,False,False,False,2376.0
20302,c:34193,software,USA,other,1495826.0,3,0.3333,4.0,1.0,,1.0,,1.0,3.0,False,False,False,1948.0
20304,c:34196,finance,USA,other,2166666.6667,3,0.3333,,1.0,,6.0,1.0,,11.0,False,False,False,2192.0
20308,c:34200,cleantech,USA,other,7000000.0,2,1.5,,2.0,,,,,,False,False,False,2376.0
20311,c:34239,software,USA,California,15933333.3333,4,4.75,2.0,1.0,,2.0,,2.0,11.0,False,False,False,1826.0
20312,c:34240,enterprise,USA,California,210000.0,2,0.0,,2.0,,,,,,False,False,False,1979.0
20314,c:34252,games_video,USA,California,,1,1.0,,1.0,,,,,,False,False,False,1826.0
20315,c:34255,ecommerce,USA,other,1400000.0,2,8.5,,1.0,,1.0,,,5.0,False,False,False,2314.0
20322,c:34269,web,other,other,5750000.0,2,8.5,,,,,,,1.0,False,False,True,2101.0
20324,c:34275,finance,USA,other,4700000.0,4,1.5,,1.0,,1.0,,,5.0,False,False,False,1979.0
20329,c:34335,games_video,other,other,25000.0,1,1.0,,,,,,1.0,2.0,False,False,False,1675.0
20330,c:34337,advertising,USA,other,25000.0,1,1.0,,1.0,,1.0,,2.0,3.0,False,False,False,1514.0
20331,c:34338,security,USA,other,25000.0,1,1.0,1.0,1.0,,,,,,False,False,True,1675.0
20348,c:3445,advertising,USA,other,3750000.0,3,0.3333,,1.0,,,,,1.0,False,True,False,2074.0
20349,c:34454,mobile,USA,California,,1,0.0,,1.0,,,,,,False,False,True,2192.0
20353,c:34498,web,other,other,1281800.0,1,1.0,,1.0,,2.0,,,1.0,False,False,False,1672.0
20354,c:34499,web,USA,other,4000000.0,2,1.5,,2.0,,2.0,,,5.0,False,True,False,2165.0
20355,c:34522,social,USA,other,483332.6667,4,0.75,,1.0,,,,1.0,3.0,False,False,True,2192.0
20357,c:34545,advertising,USA,California,2533333.3333,3,5.0,,5.0,,2.0,,,10.0,False,True,False,2115.0
20365,c:34591,security,USA,California,3750000.0,2,4.5,,1.0,,3.0,,6.0,20.0,False,False,False,1826.0
20366,c:346,news,USA,other,1500000.0,1,1.0,1.0,1.0,,,,2.0,5.0,False,False,False,2345.0
20370,c:34618,security,USA,California,14250000.0,2,2.5,,3.0,,1.0,,,5.0,False,True,False,2126.0
20371,c:34629,games_video,USA,California,,1,0.0,,2.0,,,,,,False,False,False,1692.0
20373,c:34633,enterprise,USA,California,4607597.1429,7,0.8571,,1.0,,,,1.0,3.0,False,False,False,2482.0
20374,c:34637,advertising,USA,other,4657083.25,4,3.5,,3.0,,3.0,,,8.0,False,False,False,2192.0
20375,c:34640,games_video,USA,California,10000.0,1,0.0,,1.0,,,,,,False,False,False,1645.0
20378,c:34647,cleantech,other,other,8600000.0,1,0.0,,1.0,,,,,,False,False,False,2192.0
20384,c:34652,biotech,USA,other,4560000.0,5,1.8,,1.0,,3.0,3.0,2.0,8.0,False,False,False,2192.0
20393,c:34684,mobile,USA,California,4500000.0,4,1.75,,1.0,1.0,3.0,,,22.0,False,False,False,1826.0
20394,c:34692,education,other,other,,1,1.0,,1.0,,,,,,False,False,False,1979.0
20409,c:34759,enterprise,USA,other,50000.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
20410,c:34778,web,USA,other,110000.0,1,0.0,1.0,1.0,,,,,,False,False,False,1096.0
20420,c:34817,enterprise,USA,California,12333333.3333,4,2.25,,1.0,1.0,4.0,,1.0,6.0,False,False,False,2161.0
20421,c:3487,games_video,USA,California,1750000.0,2,1.0,1.0,1.0,,2.0,,1.0,6.0,False,True,False,1260.0
20422,c:34898,web,USA,California,65000.0,2,0.0,,1.0,,,,,1.0,False,False,True,1706.0
20424,c:3494,web,USA,other,,1,1.0,1.0,1.0,,,,,2.0,False,False,False,2192.0
20425,c:34945,mobile,USA,California,6300000.0,2,3.5,,1.0,,,,,1.0,False,False,False,1795.0
20429,c:34970,software,USA,other,,1,2.0,,1.0,,,,,1.0,False,True,False,1834.0
20434,c:34984,biotech,USA,California,4045695.6,5,1.2,,1.0,,,,,,False,False,False,1826.0
20437,c:34995,news,USA,other,3000000.0,1,0.0,,1.0,,,,,1.0,False,False,False,1826.0
20440,c:35,advertising,USA,California,15102240.0,5,5.2,3.0,5.0,2.0,11.0,,6.0,47.0,False,False,False,2071.0
20441,c:35007,software,other,other,6000000.0,3,3.3333,,1.0,,,,,6.0,False,True,False,2129.0
20443,c:35029,web,other,other,,1,0.0,,,,,,,,False,False,False,1522.0
20445,c:35041,search,USA,other,2766666.6667,3,4.6667,,1.0,,2.0,1.0,1.0,7.0,False,False,False,1826.0
20447,c:3505,enterprise,USA,other,3500000.0,2,1.0,,1.0,,1.0,,1.0,5.0,False,False,True,1553.0
20449,c:3507,mobile,USA,other,3000000.0,1,0.0,1.0,1.0,,,,,,False,True,False,2203.0
20451,c:35080,web,USA,other,30000.0,1,0.0,,1.0,,,,,,False,False,False,1675.0
20461,c:35148,search,USA,California,2600000.0,1,1.0,,1.0,,,,,,False,False,True,2192.0
20469,c:35178,social,USA,other,1600000.0,1,0.0,,1.0,,,,,,False,False,True,2192.0
20473,c:35204,software,other,other,,1,1.0,,2.0,,1.0,1.0,1.0,3.0,False,False,False,1096.0
20480,c:35250,software,USA,other,100000.0,1,0.0,,1.0,,2.0,,,1.0,False,False,False,1706.0
20484,c:35274,web,other,other,834000.0,5,0.8,3.0,1.0,,1.0,,1.0,2.0,False,False,False,2234.0
20488,c:35315,ecommerce,other,other,,2,0.0,,3.0,,,,,,False,False,False,1702.0
20489,c:35316,consulting,other,other,718450.0,1,1.0,,1.0,,,,,,False,False,False,2192.0
20490,c:35330,other,USA,other,200000.0,1,0.0,,2.0,,,,,,False,False,True,1795.0
20491,c:35331,advertising,USA,other,3233333.3333,3,2.0,2.0,1.0,,3.0,,,5.0,False,False,False,1540.0
20495,c:35365,health,other,other,1550000.0,2,0.5,1.0,2.0,,,,,,False,False,False,2253.0
20497,c:354,network_hosting,USA,California,21750000.0,2,2.5,1.0,1.0,1.0,7.0,,2.0,18.0,False,True,False,2282.0
20513,c:35483,biotech,USA,other,20000000.0,2,1.0,,1.0,,1.0,5.0,,14.0,False,False,False,1826.0
20514,c:35487,web,USA,California,,1,0.0,2.0,1.0,,3.0,,1.0,6.0,False,False,False,1826.0
20515,c:35493,music,USA,California,17500000.0,2,3.0,,1.0,,1.0,,1.0,9.0,False,False,False,1979.0
20516,c:35496,news,USA,other,1427005.0,5,1.0,,1.0,,3.0,,,9.0,False,False,False,2192.0
20518,c:35499,analytics,USA,other,4379999.8,5,1.2,1.0,1.0,,,,1.0,1.0,False,False,False,1826.0
20522,c:35502,security,other,other,,1,1.0,,1.0,,1.0,1.0,1.0,,False,False,True,1826.0
20524,c:35511,public_relations,USA,other,21250000.0,2,5.5,,1.0,,1.0,,,8.0,False,True,False,2505.0
20528,c:35520,software,USA,California,1000000.0,1,0.0,,1.0,,,,,1.0,False,False,False,1826.0
20529,c:35523,photo_video,other,other,,1,1.0,1.0,1.0,,,2.0,1.0,2.0,False,False,False,1748.0
20530,c:35532,messaging,other,other,650000.0,1,5.0,,1.0,,,,,2.0,False,True,False,1148.0
20531,c:3555,education,other,other,10000000.0,2,3.0,1.0,1.0,2.0,,,,4.0,False,False,False,2345.0
20534,c:35560,web,USA,California,14999999.0,3,1.3333,,1.0,,1.0,,,4.0,False,False,False,2192.0
20539,c:35579,enterprise,USA,California,9500000.0,3,2.0,,2.0,,1.0,,,3.0,False,True,False,1225.0
20541,c:35581,social,other,other,511333.3333,3,1.3333,,1.0,,,,1.0,5.0,False,False,False,1826.0
20551,c:35620,mobile,other,other,,1,0.0,,1.0,,1.0,,,1.0,False,False,False,2217.0
20552,c:35622,games_video,other,other,10733333.3333,3,2.3333,11.0,1.0,,,,1.0,4.0,False,False,False,1822.0
20553,c:35626,web,other,other,440750.0,2,2.0,,1.0,,,,,,False,False,False,2526.0
20556,c:35638,software,USA,other,500000.0,2,0.0,,1.0,,,,,,False,False,True,1948.0
20557,c:35647,cleantech,other,other,6250000.0,2,3.0,,1.0,,4.0,1.0,3.0,9.0,False,False,False,1826.0
20558,c:35649,software,USA,other,1923333.3333,3,0.0,,1.0,,,,,3.0,False,False,True,1826.0
20560,c:35651,medical,USA,other,8033333.3333,3,2.3333,,1.0,,,,,2.0,False,False,False,2192.0
20564,c:35658,games_video,USA,California,350000.0,1,5.0,,1.0,,1.0,,,4.0,False,False,False,2037.0
20566,c:35667,network_hosting,USA,other,5083333.3333,3,1.6667,,1.0,,3.0,,,4.0,False,False,False,2192.0
20567,c:35668,fashion,other,other,24000000.0,2,2.5,,1.0,,,,,1.0,False,False,False,1507.0
20573,c:3570,search,USA,other,350000.0,1,0.0,,1.0,,,,,,False,False,False,2498.0
20575,c:35722,software,USA,other,660703.5,4,1.0,,1.0,,,,,,False,False,False,2192.0
20580,c:35756,search,other,other,165000.0,1,1.0,,1.0,,,,1.0,5.0,False,False,False,2437.0
20581,c:3576,web,USA,California,250000.0,1,1.0,,1.0,,1.0,,,6.0,False,False,False,2148.0
20582,c:35761,mobile,other,other,1677860.0,2,2.5,4.0,1.0,,1.0,,,1.0,False,False,False,1826.0
20583,c:35762,enterprise,USA,other,1500000.0,1,9.0,,2.0,,,3.0,1.0,1.0,False,False,False,1826.0
20585,c:35779,advertising,other,other,2973600.0,1,0.0,5.0,3.0,,,,,,False,False,False,2192.0
20586,c:35787,web,other,other,250000.0,1,0.0,1.0,1.0,,,,1.0,2.0,False,False,False,1614.0
20587,c:35792,fashion,other,other,,4,1.0,,1.0,,,,1.0,,False,False,False,1887.0
20588,c:35796,ecommerce,other,other,,1,0.0,,1.0,,,,,,False,False,False,1826.0
20590,c:35828,software,other,other,6500000.0,1,1.0,1.0,2.0,,2.0,,,2.0,False,False,False,1759.0
20591,c:35833,games_video,other,other,489229.0,1,2.0,,1.0,,,,,,False,False,False,2498.0
20595,c:35852,web,USA,other,3500000.0,1,0.0,,1.0,,,,,1.0,False,False,False,1736.0
20596,c:35860,social,USA,California,1350000.0,2,4.0,1.0,1.0,,,,,1.0,False,False,False,1442.0
20597,c:35861,security,USA,other,1209834.0,5,0.4,,1.0,,,,,,False,False,False,2192.0
20599,c:35870,finance,USA,other,5125000.0,4,5.0,,1.0,,,,2.0,8.0,False,False,False,1553.0
20601,c:35886,messaging,USA,other,291.0,1,0.0,,2.0,,,,,2.0,False,False,False,1675.0
20604,c:35898,software,USA,other,160000.0,1,0.0,2.0,1.0,,,,,,False,False,False,1918.0
20605,c:35899,advertising,USA,California,,1,4.0,,1.0,,2.0,,,1.0,False,True,False,1229.0
20606,c:35901,web,USA,other,,1,0.0,,1.0,,,,,,False,False,True,1619.0
20607,c:35902,analytics,USA,other,9500000.0,2,1.0,,3.0,2.0,1.0,,1.0,6.0,False,False,False,1675.0
20611,c:35911,ecommerce,other,other,500000.0,3,0.0,1.0,2.0,,,,1.0,2.0,False,False,False,2161.0
20612,c:35935,network_hosting,other,other,149218.0,1,0.0,,1.0,,,,,,False,False,False,1810.0
20620,c:35971,enterprise,USA,California,6050000.0,6,0.8333,1.0,1.0,,3.0,1.0,3.0,12.0,False,False,False,2192.0
20621,c:35972,medical,USA,California,5000000.0,1,1.0,,1.0,,,,,,False,False,False,2192.0
20627,c:36,web,USA,California,10500000.0,2,4.5,1.0,1.0,,4.0,,,13.0,False,False,False,2498.0
20629,c:36000,web,USA,California,1100000.0,2,1.5,,1.0,,1.0,,1.0,5.0,False,False,False,2376.0
20631,c:36006,analytics,other,other,,1,1.0,,1.0,,,,1.0,,False,False,False,2192.0
20633,c:36033,web,other,other,,1,1.0,1.0,,1.0,,,,,False,False,False,2314.0
20634,c:36038,analytics,other,other,759613.8,5,0.6,,1.0,,,,,1.0,False,False,False,1787.0
20635,c:36054,web,USA,other,800000.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
20638,c:36066,enterprise,USA,California,5400000.0,3,1.0,,1.0,,,,,,False,False,False,1918.0
20640,c:36069,mobile,USA,other,2480292.0,5,1.0,1.0,1.0,,2.0,,,5.0,False,False,False,2192.0
20652,c:3610,software,USA,California,14500000.0,2,2.5,,1.0,,2.0,,3.0,4.0,False,True,True,2408.0
20654,c:36138,advertising,USA,other,750000.0,1,1.0,,1.0,,1.0,,,1.0,False,False,False,1826.0
20658,c:36151,fashion,USA,California,16500000.0,4,1.75,,2.0,,5.0,,2.0,18.0,False,True,False,1634.0
20661,c:36157,web,other,other,250000.0,1,0.0,,,,,,,,False,False,True,1826.0
20666,c:36194,search,USA,other,25000.0,1,0.0,,1.0,,,,,,False,False,False,1706.0
20669,c:36205,games_video,USA,other,1500000.0,1,1.0,,1.0,,,,,1.0,False,False,False,1826.0
20672,c:36221,education,USA,other,,1,0.0,,1.0,,,,,2.0,False,False,False,2192.0
20678,c:36231,web,USA,other,1500000.0,1,2.0,,1.0,,,,,,False,False,False,1948.0
20680,c:36255,health,USA,California,1000000.0,1,1.0,,1.0,,,,1.0,4.0,False,False,False,2192.0
20688,c:36275,mobile,other,other,179690.0,1,0.0,,1.0,,,,,2.0,False,False,False,1522.0
20689,c:36276,public_relations,USA,California,545000.0,1,2.0,,1.0,,,,,2.0,False,False,True,1826.0
20690,c:36280,search,other,other,1264400.0,1,0.0,,2.0,,1.0,,2.0,7.0,False,False,False,2223.0
20691,c:36288,web,USA,California,,1,1.0,1.0,1.0,,,,,,False,False,False,1767.0
20696,c:36298,mobile,USA,other,1473265.75,4,1.0,,1.0,,,,,,False,False,False,2192.0
20698,c:3630,mobile,USA,other,1453333.3333,3,2.3333,2.0,1.0,1.0,4.0,,,14.0,False,False,False,1706.0
20703,c:36305,consulting,USA,California,50000.0,1,0.0,,1.0,,,,,1.0,False,False,False,2192.0
20706,c:36309,software,USA,other,185000.0,1,0.0,,1.0,,1.0,,,1.0,False,False,False,1826.0
20711,c:36318,cleantech,USA,other,4625000.0,4,1.0,,1.0,,,,,,False,False,False,2192.0
20713,c:3633,games_video,other,other,43180.0,1,0.0,,1.0,,,,,,False,False,True,2537.0
20715,c:3634,web,USA,other,4323333.3333,3,3.6667,1.0,1.0,1.0,2.0,,,8.0,False,True,False,1907.0
20716,c:36350,photo_video,other,other,,1,1.0,,1.0,,,,,1.0,False,False,False,1553.0
20718,c:3638,web,USA,other,3720000.0,5,3.4,1.0,1.0,,3.0,,1.0,12.0,False,False,False,2437.0
20721,c:36398,hardware,USA,California,,3,2.0,,1.0,,,,,,False,False,True,1492.0
20723,c:3641,cleantech,other,other,611179.5,4,0.5,2.0,1.0,,,,,,False,False,False,2115.0
20725,c:36441,mobile,other,other,2388400.0,1,1.0,,1.0,,,,,,False,True,False,1304.0
20729,c:36460,web,USA,California,6066666.6667,3,6.0,,1.0,,2.0,,1.0,9.0,False,False,False,2192.0
20735,c:3648,network_hosting,other,other,4000000.0,2,2.5,,1.0,,,,1.0,2.0,False,True,False,1521.0
20736,c:36482,web,USA,other,,2,1.5,,1.0,,,,,7.0,False,False,False,1948.0
20741,c:36490,analytics,USA,other,4500000.0,1,1.0,,1.0,,1.0,1.0,1.0,4.0,False,False,False,2192.0
20742,c:36491,enterprise,USA,California,11025000.0,2,2.5,,1.0,,6.0,,2.0,12.0,False,False,False,1645.0
20743,c:365,enterprise,USA,California,14000000.0,5,4.2,3.0,1.0,,8.0,,6.0,20.0,False,False,True,2376.0
20744,c:36505,web,USA,other,6650.0,2,1.0,2.0,3.0,,,,,,False,False,True,2314.0
20749,c:3651,web,other,other,1470000.0,5,1.4,,3.0,,2.0,,,4.0,False,False,False,2306.0
20750,c:3652,software,USA,other,4750000.0,3,0.6667,,1.0,1.0,2.0,,,7.0,False,False,False,2192.0
20753,c:36549,enterprise,other,other,696300.0,1,0.0,,2.0,,,,,,False,False,False,1826.0
20781,c:36633,ecommerce,other,other,13500000.0,2,3.0,,,,1.0,,,1.0,False,False,False,2253.0
20782,c:36634,ecommerce,USA,other,17407734.6667,3,1.3333,,1.0,,2.0,,1.0,2.0,False,False,False,1674.0
20783,c:36636,advertising,USA,California,11166666.6667,3,2.3333,,4.0,1.0,3.0,1.0,1.0,20.0,False,False,False,1583.0
20793,c:36673,web,other,other,84576.0,2,0.5,,,,,,,,False,False,False,2099.0
20800,c:36699,software,USA,California,800000.0,2,7.5,,1.0,,,,1.0,9.0,False,False,False,1675.0
20802,c:3670,web,USA,California,18300000.0,5,3.2,7.0,1.0,1.0,4.0,,3.0,16.0,False,False,False,2406.0
20803,c:36702,mobile,USA,California,1000000.0,3,1.3333,,1.0,1.0,2.0,1.0,3.0,7.0,False,False,False,2192.0
20810,c:36725,web,other,other,29728.0,1,0.0,,1.0,,,,,,False,False,False,1503.0
20811,c:36731,biotech,USA,other,15000000.0,1,1.0,,1.0,,2.0,1.0,,16.0,False,False,False,1461.0
20816,c:36759,social,USA,other,5500000.0,2,1.5,1.0,1.0,,2.0,,,8.0,False,False,False,1553.0
20818,c:36761,games_video,other,other,,2,1.0,,1.0,,,,,1.0,False,False,False,1826.0
20819,c:36764,web,USA,other,2500000.0,2,0.0,,1.0,,,,,,False,False,False,2192.0
20826,c:36774,web,USA,other,13000.0,1,0.0,,2.0,,,,,,False,False,False,1826.0
20827,c:36781,messaging,USA,California,767000.0,1,2.0,,1.0,,,,1.0,,False,False,False,2040.0
20831,c:36790,messaging,USA,other,1250000.0,2,1.0,1.0,1.0,,,,,,False,False,False,1218.0
20834,c:36799,manufacturing,USA,other,6900000.0,5,1.0,,1.0,,3.0,1.0,1.0,13.0,False,False,False,2192.0
20836,c:36819,ecommerce,other,other,,1,3.0,,1.0,,,,,,False,False,True,1583.0
20837,c:3682,web,USA,California,110000.0,1,0.0,1.0,1.0,,,,,,False,False,True,2402.0
20839,c:36827,enterprise,USA,California,5785583.8,5,4.0,,1.0,1.0,4.0,,1.0,18.0,False,False,False,1491.0
20846,c:36850,cleantech,USA,California,6747292.8,5,1.4,,1.0,,2.0,,1.0,8.0,False,False,False,2071.0
20849,c:3686,software,USA,other,9000000.0,2,4.0,,1.0,,1.0,,,4.0,False,True,False,2069.0
20853,c:36869,search,other,other,21471.0,1,0.0,,1.0,,,,,1.0,False,False,False,1583.0
20855,c:36872,analytics,USA,California,3650000.0,2,3.0,,1.0,1.0,2.0,,,8.0,False,False,False,1492.0
20859,c:36879,cleantech,USA,other,2074554.0,7,0.1429,,1.0,,,,1.0,8.0,False,False,False,2192.0
20861,c:36882,biotech,other,other,95614700.0,2,4.0,,1.0,,,2.0,1.0,2.0,False,True,False,1675.0
20864,c:36885,music,USA,other,733333.3333,3,0.0,7.0,2.0,,,,,3.0,False,False,False,2007.0
20867,c:36889,games_video,USA,California,1500000.0,1,0.0,,1.0,,,,,,False,False,True,2192.0
20870,c:36913,mobile,other,other,1000000.0,1,1.0,,,,,,,,False,False,True,1618.0
20872,c:36919,biotech,USA,other,804875.0,2,0.0,,1.0,,,,,,False,False,False,1675.0
20874,c:36920,web,USA,other,59900000.0,5,1.4,,1.0,5.0,14.0,,5.0,29.0,False,True,False,1311.0
20876,c:36925,finance,USA,California,500000.0,1,0.0,,1.0,,,,,,False,False,False,2498.0
20893,c:36953,enterprise,USA,other,,1,0.0,,1.0,,,,,,False,False,False,2010.0
20894,c:36962,web,USA,other,458333.3333,3,1.0,,1.0,,,,,,False,False,False,2406.0
20896,c:36975,web,other,other,,1,0.0,,1.0,,,,,1.0,False,False,True,1492.0
20897,c:36976,web,other,other,,2,1.5,,5.0,,1.0,,1.0,4.0,False,False,False,1699.0
20899,c:36985,software,other,other,,1,1.0,,2.0,,,,2.0,,False,False,False,1795.0
20900,c:36998,software,USA,other,4561000.0,5,2.0,,1.0,,,,,3.0,False,False,False,2025.0
20902,c:37001,enterprise,USA,other,1754485.3333,3,0.3333,,1.0,,1.0,,,1.0,False,False,False,2468.0
20903,c:37019,web,USA,other,6000.0,2,1.0,,1.0,,,,,1.0,False,False,False,1826.0
20906,c:37037,web,other,other,697719.5,2,0.0,,1.0,,,,,,False,False,False,2406.0
20908,c:37046,enterprise,USA,California,6766666.6667,3,7.0,,3.0,2.0,1.0,1.0,1.0,13.0,False,False,False,1492.0
20909,c:37048,software,USA,other,815000.0,1,0.0,11.0,1.0,,,1.0,,1.0,False,False,False,2192.0
20912,c:37061,cleantech,USA,other,80000.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
20928,c:37140,social,USA,California,822331.6667,3,0.0,1.0,3.0,,1.0,,,8.0,False,False,False,2161.0
20929,c:37145,social,USA,other,291562.3333,3,1.0,1.0,2.0,,,,,,False,False,False,1767.0
20930,c:37147,enterprise,USA,California,,1,1.0,,2.0,,1.0,3.0,4.0,2.0,False,False,False,1514.0
20932,c:37153,software,USA,California,2000000.0,1,1.0,,1.0,,,,,2.0,False,False,True,1826.0
20934,c:37156,analytics,USA,other,301076.0,1,0.0,,1.0,,,,,2.0,False,False,False,2192.0
20947,c:37184,advertising,other,other,1300000.0,1,3.0,,1.0,,1.0,1.0,2.0,2.0,False,False,False,1341.0
20952,c:37194,ecommerce,USA,other,5609695.0,2,0.5,,1.0,,,,,,False,False,False,2376.0
20954,c:37200,web,other,other,2894000.0,1,1.0,,1.0,,,,,,False,False,False,1534.0
20956,c:37215,mobile,USA,other,1685519.6667,3,1.6667,1.0,1.0,,1.0,,,9.0,False,True,False,1820.0
20957,c:37216,web,USA,other,400000.0,1,0.0,,1.0,,,,,,False,False,False,1795.0
20960,c:37237,biotech,USA,other,14251844.0,3,0.6667,,1.0,,,,2.0,2.0,False,False,False,1826.0
20964,c:37241,health,USA,other,6776355.1667,6,2.6667,,1.0,,3.0,1.0,,9.0,False,False,False,2192.0
20968,c:37252,advertising,other,other,81874.0,1,1.0,,1.0,,,,,,False,False,False,2123.0
20969,c:37253,other,USA,California,12500.0,2,0.0,,1.0,,,,,,False,False,False,2101.0
20970,c:37254,biotech,USA,California,24000000.0,1,2.0,,1.0,,1.0,,,1.0,False,False,False,1486.0
20977,c:37291,software,USA,other,1188611.6,5,1.2,,1.0,,1.0,,,3.0,False,False,False,1871.0
20979,c:37294,cleantech,USA,other,10519043.5,2,0.0,1.0,1.0,,1.0,,,,False,False,False,1595.0
20982,c:37323,hardware,USA,other,,1,2.0,,1.0,,,,,1.0,False,False,False,1826.0
20985,c:37334,ecommerce,USA,California,50000.0,1,0.0,,2.0,,1.0,,3.0,7.0,False,False,False,1371.0
20988,c:37339,web,other,other,138533.0,1,1.0,,1.0,,2.0,,,2.0,False,False,False,2192.0
20991,c:37345,software,USA,other,5000000.0,3,2.0,,1.0,,3.0,,1.0,4.0,False,False,False,1461.0
20997,c:3736,web,USA,other,,1,0.0,1.0,1.0,,,,,,False,False,True,2112.0
21002,c:37378,advertising,USA,other,1753385.6667,3,3.0,,1.0,,,,,5.0,False,False,False,2119.0
21010,c:37424,enterprise,USA,other,3933386.3333,3,0.0,,1.0,,,,1.0,1.0,False,False,False,2253.0
21013,c:37431,education,USA,other,1497166.6667,3,0.0,,1.0,,1.0,,,1.0,True,False,False,1614.0
21014,c:3744,ecommerce,USA,other,12441669.3333,6,2.8333,1.0,1.0,,6.0,,,9.0,False,False,False,2406.0
21025,c:37473,software,USA,other,450000.0,1,1.0,4.0,1.0,,,,,,False,False,False,2429.0
21027,c:37485,mobile,USA,other,,1,1.0,,1.0,,,,,,False,False,True,2192.0
21028,c:37488,web,other,other,50000.0,1,1.0,,1.0,,,,,,False,False,False,2192.0
21029,c:37495,web,USA,other,3000000.0,2,4.0,,2.0,,1.0,,1.0,5.0,False,False,False,1133.0
21030,c:3750,education,USA,California,20000000.0,3,3.3333,,1.0,,1.0,2.0,3.0,5.0,False,False,False,1947.0
21032,c:37508,web,other,other,,1,1.0,,1.0,,,,,,False,False,False,1583.0
21034,c:37512,sports,USA,other,1050000.0,3,2.3333,,1.0,,,,1.0,3.0,False,False,False,1706.0
21039,c:3756,web,USA,California,426960.0,1,4.0,,1.0,,1.0,,,4.0,False,False,False,1979.0
21045,c:37582,web,USA,other,1600000.0,2,0.0,,1.0,,2.0,,,9.0,False,False,False,2192.0
21049,c:37624,software,USA,other,2340000.0,1,0.0,,1.0,,,,,,False,False,True,1826.0
21052,c:37627,medical,USA,California,9037666.6667,3,0.3333,,2.0,,,,,,False,False,False,2192.0
21053,c:37629,software,other,other,46178.0,1,1.0,,1.0,,,,,5.0,False,False,False,1461.0
21054,c:3763,games_video,USA,California,625000.0,2,1.5,3.0,1.0,1.0,2.0,,1.0,5.0,False,False,False,2048.0
21056,c:37633,hospitality,other,other,140000.0,1,1.0,,1.0,,1.0,,,1.0,False,False,False,2253.0
21057,c:37635,mobile,USA,other,1200000.0,2,6.0,,2.0,,2.0,,,7.0,False,True,False,1230.0
21063,c:37654,games_video,other,other,,1,0.0,,1.0,,,,1.0,4.0,False,False,False,1826.0
21064,c:37659,web,USA,other,780000.0,2,0.5,,1.0,,,,,6.0,False,False,False,1777.0
21080,c:3770,web,USA,California,3250000.0,2,7.0,1.0,1.0,,2.0,,,3.0,False,True,False,2030.0
21087,c:37722,web,other,other,1000000.0,1,0.0,,1.0,,1.0,,,,False,False,False,2253.0
21088,c:37724,software,other,other,250000.0,1,0.0,,,,,,,,False,False,True,1767.0
21090,c:37728,hardware,other,other,1400000.0,2,1.5,,1.0,,,,,,False,True,False,2403.0
21092,c:37732,software,USA,other,2051922.5,2,0.0,1.0,1.0,,,,,2.0,False,False,False,1553.0
